query_id	page_id	page_title	score	daily_pvs
85	1254553	FM (Canadian band)	1	46
90	43289455	Jagannath Temple, Ahmedabad	1	22
87	41149597	Social learning in animals	0	16
94	14312606	Blitzkrieg Over You!: A Tribute to the Ramones	1.5	6
59	30900421	John F. Kennedy Memorial Highway	1	7
48	42146	Victor Hugo	0.5	1830
58	2848283	Canadair CT-133 Silver Star	0	85
28	6859	Chiang Kai-shek	0.5	2638
24	3851432	Rhythm of the Night	1.75	7
117	3851432	Rhythm of the Night	3	7
104	4195498	The Corps Series	0	49
38	12567724	Campisi's Egyptian Restaurant	1.3333	16
38	17684438	Freekeh	2.6667	348
114	58547	River Parrett	0	47
89	11445429	Election litter	0.5	3
100	5088438	The Junk Mail	0	70
62	4539575	Georgia Viaduct	0	15
3	1017018	Agrippa (crater)	0	3
57	1967292	Facial symmetry	1.25	292
103	2263925	Reformatory	1.3333	40
76	30794946	N-Desalkylflurazepam	1	54
27	7390403	Rotbold II, Count of Provence	1	11
65	40133828	List of RWBY episodes	0	445
104	378053	Semper fidelis	1.5	875
3	13624519	"10.5"" Corporate 14 Bolt Differential"	1	126
132	6808776	Grover Covington	0.5	14
100	5088457	The Dealership	0	40
54	400247	Wyatt Earp	0	4708
94	1287375	Halfway to Sanity	1.5	105
36	33785040	Ultrasensitivity	1	12
24	1852628	List of 1990s one-hit wonders in the United States	1.25	654
115	1432422	Khmer Rouge Killing Fields	3	903
120	19854884	Battle of Los Angeles (professional wrestling)	0.5	368
58	247003	Business jet	0	625
84	4601064	The 59th Street Bridge Song (Feelin' Groovy)	1	131
131	45137935	Scottish poorhouse	1	10
114	42208	Great Lent	0	81
26	17147106	Fishwife	0	73
42	8668389	NA	1	3
111	7029990	Bittereinder	0	57
97	3379409	The Manacles	1	21
16	705768	NA	3	3
117	1115370	The Starry Night	0	2813
53	31294700	LGBT demographics of the United States	2	993
92	58607	Hobbit	0	846
38	39109874	Egyptian cheese	2.6667	41
58	78035	Lockheed P-80 Shooting Star	0	622
54	175714	Eurasian (mixed ancestry)	0.5	695
56	13387305	Stage (cooking)	0	104
74	50116192	2017 Masters Tournament	2.5	118
55	10544378	West End, Halifax	1	10
74	9444223	Australian Ladies Masters	1	5
89	4130045	Signage	3	384
25	42181888	Index of home automation articles	1.6667	17
9	42018916	The Symphony (song)	1.5	28
23	5997826	Junior World Orienteering Championships	0.25	13
115	18171435	38th British Academy Film Awards	2	9
2	320772	Led Zeppelin DVD	0.5	102
41	362025	Active noise control	0	423
67	1286	List of Governors of Alabama	3	298
53	28214535	United States LGBT rights case law	1.5	3
2	1082632	Jill Scott	0	814
76	9692425	Mexazolam	1	100
129	24470795	An Empire of Their Own	0	29
28	50436994	Dudou	0	100
78	3228943	Broad pennant	1.5	43
124	3482896	AT&T Broadband	0	57
84	70986	Art Garfunkel	1	1948
26	7251220	List of ethnic slurs/removed entries	0	15
120	26113582	List of songs recorded by Mariah Carey	0	188
92	173334	El-Hazard	0	104
119	12199423	Tomorrowland Terrace	0.5	14
94	8455448	Greatest Hits (Ramones album)	2	44
35	39699737	Eco-socialism	2.5	179
86	4334877	Amiga software	0.25	49
116	7939358	Falling Man (novel)	1	55
53	8496415	List of gay villages	0.5	125
127	36373793	NA	1.5	2
133	9487651	The Little Matchgirl (2006 film)	0	90
92	43844900	Virgin Fleet	0	18
98	8471845	Pavel Banya	0	19
131	44082739	NA	1	5
50	460074	Zouk	1.5	226
33	2074779	Greatest Hits 1970–2002	1.5	144
81	43108	List of Canadians	0	191
133	12256981	NA	0.5	1
110	2254387	Edible plant stem	2.5	176
126	13710082	NA	0	4
118	651486	Jim Cummings	0	1909
32	28075319	Pompeo	1.5	14
43	2630969	Short Gap, West Virginia	0	5
31	296252	Existenz	2.5	418
115	5031395	NA	2	2
47	312639	Riddler	1	1044
63	17730	Latin	1.6667	3903
121	451907	Detective Comics	0.5	479
87	1275446	Lanternfish	1	139
81	515128	Vadodara	0	743
86	14840034	Samak Sundaravej	0	104
110	5604688	List of leaf vegetables	0.5	475
44	5612881	List of revolutions and rebellions	1	605
124	1484114	Naked DSL	0	37
83	1885523	Teorema (film)	1	126
30	39044436	Appetite for Democracy 3D	0.5	59
72	4015445	Happy Birthday, Mr. President	2	560
9	4015445	Happy Birthday, Mr. President	0	560
11	140857	Electron–positron annihilation	0.5	134
6	50521	Sumer	0	3214
16	533851	NA	2.5	11
78	144954	Flag of Japan	2	957
115	8144224	Killing field (disambiguation)	1.5	13
56	337249	Dutch oven	0	666
10	10544483	WikiProject India/Articles	0	19
109	591204	David Soul	1	1123
128	5694234	WikiProject Peerage and Baronetage/Archive 4	0	2
124	8815974	Champion Broadband	0.6667	15
15	35439977	NATO missile defence system	2.5	66
107	66926	Demodulation	1	277
43	36558397	Frankfurt American High School	0	20
73	353649	William Massey	0.5	60
50	247156	Music of Dominica	1.5	39
12	28143	Salicylic acid	0	1739
122	1061716	Trusts & Estates (journal)	2.5	22
112	443769	The Royle Family	2	398
125	214591	Tables of historical exchange rates to the United States dollar	0	206
22	5965184	Roman Catholic Archdiocese of Antequera, Oaxaca	1	7
129	1140097	1966 Formula One season	0	101
5	615810	Zico	0.5	567
18	1303939	Walt Disney Animation Studios	1.5	1517
52	50564	Gray code	0.5	708
99	99717	Brian Setzer	1	455
114	11830664	Floods in Australia	0	78
11	4305132	Annihilation (Forgotten Realms novel)	2.5	3
12	1222028	Pine tar	0.5	254
92	7390605	Genesis Survivor Gaiarth	0	22
79	6129039	Middle schools in Toronto	0	5
94	3876240	Hey! Ho! Let's Go: The Anthology	1.5	57
27	22496657	Rue de Provence	1	6
86	17810	Liechtenstein	0	4463
60	19424660	Organizational patterns	0	55
85	11502997	Marcus Berkmann	1	10
92	804246	List of Nintendo DS games	1	775
108	37412403	Super Bowl LI	1.5	2864
120	16762264	NA	3	5
40	8816026	Lehman Formula	2	71
15	36647151	Missile defense systems by country	2	480
5	49513884	Schuyler Bailar	0.5	190
71	40631543	International reactions to the Malaysia Airlines Flight 17 shootdown	3	25
89	296352	X.509	0.5	946
26	27616673	Yiddish words used in English	1	325
53	42402	Persecution of homosexuals in Nazi Germany and the Holocaust	0	430
42	44754339	NA	2	7
80	6841765	2013 Africa Cup of Nations	0	95
58	24992454	Jumbo Jet (Chelyuskintsev Park)	0.5	12
57	14640553	Fairness opinion	1	31
79	1975722	List of high schools in Ohio	0	106
30	42870188	NA	0.5	3
34	6890925	Chronic atrophic rhinitis	0	116
85	304558	Taking Back Sunday	1	1052
98	1131951	Bicycle infantry	0.5	103
89	296370	Certificate authority	0	1226
114	312755	Beersheba	0	643
111	46884277	Bitter End Yacht Club	2	10
96	7980471	Rape	0.5	4304
130	2622904	Virtual Console	3	606
79	1140153	Bathurst Manor	0	19
75	7816635	Mack F series	0	31
15	1099196	Missile defense	3	280
26	20493898	NA	0	7
109	4859327	Bernie Hamilton	1	109
124	23627202	AOL Broadband	0	43
57	1803851	Financial contagion	1.3333	77
119	24970695	List of box office bombs	1	1976
73	1656264	Roads in Pune	0	191
49	7275977	Grand Slam (NASCAR)	0	21
6	38428424	Indians in Bahrain	0.5	32
105	4744652	Whipped cream	0	563
27	3200589	NA	1	3
131	3567864	List of Acts of the Parliament of Great Britain, 1760–79	0.5	24
16	10102226	Guthrie classification of Bantu languages	2	86
16	34055635	Bantu peoples	3	1058
33	31000142	Casey Abrams	0	176
86	31816	Uganda	0	3441
89	19547609	Pike Place Market	0	491
58	8054351	SyberJet Aircraft	0	29
62	3105018	Murder of Brooke Wilberger	0	299
78	3474910	Ensign of the United States	1.5	140
42	5047775	NA	1	2
15	5981665	Anti-ballistic missile defense countermeasure	2	88
79	4294115	Amarillo Independent School District	0.5	15
22	36909154	Dani Carvajal	2.5	1103
26	8308199	List of ethnic slurs by ethnicity	1.5	2808
114	345577	Great Sheffield Flood	0	36
133	14427626	Current events/September 2012	1	82
130	32024044	NA	1.5	6
125	6271866	Honeywell, Inc. v. Sperry Rand Corp.	0	10
66	8889838	Jovan Krkobabić	0	6
125	549117	United States Navy officer rank insignia	0	1556
24	34358768	Corona - Rhythm of the Night single.png	2.25	1
117	34358768	Corona - Rhythm of the Night single.png	3	1
66	34035283	NA	0	5
24	36226548	NA	1.75	1
57	29558261	Emotional lateralization	1.25	34
11	4522512	Gateways to Annihilation	0.5	49
23	7333367	Industrial control system	1.25	326
40	239096	Parking	0.5	540
106	1672788	2nd SS Panzer Division Das Reich	1.5	415
103	3868154	Disciplinary institution	1.6667	16
22	2906003	Gaspar de Carvajal	2	21
93	21997054	List of NCAA Division I women's basketball career scoring leaders	3	13
108	42968661	Super Bowl 50	1.5	1532
44	40494593	Spartacist uprising	1	403
105	37612459	Chrain	0.5	47
42	34080260	NA	1	4
12	574981	Personal lubricant	0	635
78	607751	International maritime signal flags	2.5	814
127	41797128	NA	1	2
69	10061321	Firefly (airline)	1.5	128
131	34801163	Monmouth Poor Law Union	0.5	3
44	41207308	German Peasants' War	1	310
104	1820173	Marine Corps Martial Arts Program	0.5	370
89	992782	Gender symbol	0.5	1265
75	1041935	Detroit Diesel	0.75	541
120	3712529	Trevor Bolder	0	133
16	18794002	Grassfields languages	2	8
104	438531	Anchors Aweigh	0	329
67	44295700	NA	2	17
80	6841878	2012 Africa Cup of Nations	0	81
87	2688319	Garfish	1	224
50	312857	Basse-Terre	0	103
88	12688303	NA	2	2
131	28419612	19th century	0.5	1108
84	21169754	My Little Town	1	45
45	1959454	2003 US Open (tennis)	0.5	54
113	620905	Exploitation film	1	1369
41	3088223	Superlens	0.5	77
45	2426403	NA	0.5	2
114	443940	Genesee River	0	100
39	6728233	1500–1550 in Western European fashion	2.5	131
30	20268582	Better (Guns N' Roses song)	0.5	50
57	1148456	Symmetry in biology	1	305
105	1189417	Cream (colour)	0	119
38	2672171	Ancient Egyptian architecture	0.3333	349
4	157229	1978 FIFA World Cup	2	541
113	83502	Ernst Röhm	0	1224
105	550448	Cream cheese	1.5	678
93	50046513	NA	3	1
39	36835301	Atomic Age (design)	2.5	72
109	2238003	Priscilla Barnes	0	718
32	1690486	Ellen Pompeo	3	3636
118	22405385	Genji Monogatari Sennenki	2.5	33
117	26168	Rhythm and blues	0	1696
121	47228473	NA	3	3
130	37209658	Wii U system software	2.5	136
75	829023	Mercedes-Benz M-Class	0.6667	1309
56	39634492	NA	0	2
35	1639997	Environmental psychology	1.5	301
54	42558	Nikita Khrushchev	0	3484
83	615999	Salò, or the 120 Days of Sodom	1	3
31	5871200	Color motion picture film	0	318
104	22079042	NCIS (season 6)	0	430
132	1320516	50th Grey Cup	0.5	19
90	629686	Jagannath	2.5	422
109	394823	Carl Weathers	0	2523
64	1328712	List of hospitals in Norway	0	15
98	1454257	Bicycle Network	0.5	17
52	2737739	Carry-lookahead adder	1.5	266
44	362060	Kurt Eisner	2	100
63	17997	Latin declension	2	310
3	943694	M12	0.5	27
52	2737743	Carry-select adder	1.5	42
56	624209	Induction heating	2	423
100	33728083	Top Gear (series 18)	0	158
61	7849556	Government of Kyrgyzstan	1	11
132	4073045	NA	0.5	4
65	42838969	List of Mighty Med episodes	0	140
43	36578904	NA	0.5	3
4	3991130	1982 FIFA World Cup squads	0	261
100	1859855	The Apprentice (U.S. season 5)	0	46
90	2180700	Konark	2	254
35	558685	Natural environment	1.5	2186
106	1672798	4th SS Polizei Panzergrenadier Division	1.5	77
65	2316631	List of Twin Peaks episodes	0	4579
54	22088073	List of active gold mines in Western Australia	1	109
59	25740899	Timeline of the presidency of John F. Kennedy	1.75	147
42	3568868	Dallas–Fort Worth Film Critics Association: Top 10 Films	3	7
6	33710353	Shell ring	0	16
4	39061097	Scotland men's national field hockey team	0	11
93	48521490	Jillian Alleyne	0.5	7
26	32278127	NA	0	3
30	36423280	List of World War II films (1950–1989)	0	134
46	26375784	Gordon Hayward	3	4615
61	28452466	NA	0.5	3
117	26227	Rhythm	0.5	762
60	14756798	WikiProject Persondata/List of biographies/27	0	8
57	730742	Principal–agent problem	0.75	403
93	50271849	Imani Boyette	1.5	54
117	43288185	The Last Dragon (soundtrack)	1.5	27
73	2729597	Bernard Fergusson, Baron Ballantrae	0	25
50	48629374	Francio Guadeloupe	0	3
19	69452	Brighton and Hove	0.5	372
7	15206017	Seventh-day Adventist Hymnal	1.5	57
16	11894737	Black Association for Nationalism Through Unity	2	8
35	34301571	Outline of environmentalism	3	10
124	16582276	UPC Broadband	0	60
83	2205317	Arabian Nights (1974 film)	0	143
30	18933383	National Film Registry	0	872
28	42171914	List of Chinese films of 2015	0	111
46	26305001	2010 NCAA Men's Basketball All-Americans	1	15
103	19008450	Prison	1	1209
9	42640	Sandra Day O'Connor	0	930
85	2598545	Helen Love	0.6667	18
18	34498197	Beauty & the Beast (2012 TV series)	3	1015
85	386712	NA	0.3333	2
116	665199	Libra (novel)	1	64
114	1377948	List of disasters in Great Britain and Ireland by death toll	0.3333	205
33	4105885	List of songs with lyrics by Bernie Taupin	2	86
84	4750291	List of songs recorded by Simon & Garfunkel	2	130
2	20716485	The Battle of the Sexes (1928 film)	0.5	8
95	47376033	Beeba Boys	1.5	90
62	44304034	Death of Benito Mussolini	0	1038
123	1246883	Tom's Diner	0	379
62	501413	Interstate 355	0	71
56	43083432	Magnetoquasistatic field	2	12
128	377116	Budget	1.5	1016
38	17074060	Fatteh	2.3333	76
91	240583	Market research	1.6667	785
64	708473	List of hospitals in Belgium	0	34
85	1869488	Phaser (effect)	0	123
73	2729650	Sir Charles Fergusson, 7th Baronet	0	12
104	8873651	Fraggle Rock: The Animated Series	0	46
14	24872630	1953 Mediterranean Sea aircraft collision	0.5	5
70	26517	Richard Hell	0	342
12	140985	Cedar oil	0	123
129	22570683	Nicki Minaj	0	11995
44	173758	Rosa Luxemburg	1.5	1081
133	444096	Bloody Sunday (1905)	0	623
57	31835841	Political economy of climate change	1.3333	18
3	27961029	Sterling 10.5 axle	1	45
95	43389217	NA	1.5	5
29	5758698	Defunct motor vehicle manufacturers of the United States	0.5	50
27	91851	Saint-Rémy-de-Provence	2	211
92	20206150	Oreimo	0	837
82	20206150	Oreimo	0	837
119	43852066	Garmiani	2	83
62	22947537	Drama Desk Award for Outstanding Set Design	0	9
40	263893	Tertiary education fees in Australia	1.5	115
28	11392633	List of fiction set in Shanghai	1.5	10
74	46933804	2016 U.S. Open (golf)	1.5	69
82	15328988	2008 Djurgårdens IF season	0.5	2
77	100062	Super Mario 64	1.5	776
56	14395105	Cooker	0.5	83
40	6394150	ATM usage fees	2	177
5	2631401	Greater Lafayette Public Transportation Corporation	0.5	13
118	984812	Murasaki	2	51
125	9676413	NA	0.5	5
104	2262768	Distinctive unit insignia	0	181
123	33842930	Uncle Tom's Cabin (song)	2.5	40
27	15416275	Thèze, Alpes-de-Haute-Provence	1	3
98	714366	Internal consistency	0	180
103	30956731	Prisons in the Republic of Ireland	1	39
22	2606839	Lupo-class frigate	2	104
36	2557688	Non-competitive inhibition	0.6667	177
105	75515	Porridge	0.5	1343
111	8636156	Dorothy at Forty	0.5	2
15	1791	Anti-ballistic missile	2	697
79	22537985	Arlington Heights School District 25	0	13
89	386818	Smoking ban	0.5	423
78	46675058	Naval flags	2.75	5
118	42758	Murasaki Shikibu	2	224
110	42780423	NA	1.5	3
120	33654536	NA	0	3
78	2475785	International Code of Signals	1.75	463
30	34301706	List of cult films	0	910
101	3540747	National Register of Historic Places listings in Michigan	0.5	94
106	198274	ß	1	1160
30	165647	List of LGBT-related films	0	387
22	1472155	Mexican Inquisition	0.5	60
96	22079251	Nanking Massacre denial	3	128
54	26388	Reno, Nevada	1.5	1554
59	2230037	Kennedy half dollar	0.75	331
9	337689	Debate	0	732
64	3131163	List of hospitals in Estonia	0	9
87	448133	Beryciformes	1.5	23
86	18209	Lossless compression	1.5	537
90	11470626	Konark Sun Temple	1	1454
7	91939	Monroe County, Pennsylvania	0	133
55	3016484	The Hydrostone	2	34
87	2391004	Ribbonfish	1	74
53	26410	Conversion therapy	0	803
2	2811692	Infamous (film)	0.5	327
15	198447	Arrow (Israeli missile)	1.5	240
114	100144	Klismaphilia	0	286
133	4278065	List of newspapers in South Africa	0	179
132	2901812	1980 CFL season	1	10
88	7178037	Phlebodium aureum	1.5	36
70	6825782	NA	3	2
112	22824759	The Middle (TV series)	2	3828
41	168244	F-number	1.5	1650
32	42654791	Grey's Anatomy (season 11)	2.5	1085
126	38050783	Dr. Kildare's Wedding Day	0	6
81	3712828	Annuity (American)	1	97
39	5175362	1960s in Western fashion	2.5	241
43	42035006	Herbert Marcuse	2	576
24	21595967	The Best Disco... Ever!	1.25	8
12	10048	Ethanol	0.5	4448
92	21604161	Elementalors	0	10
72	12445507	Lazy (Irving Berlin song)	1.5	7
57	296775	Contract theory	1.75	145
85	33761097	Use error	0.6667	8
7	20105034	Seventh-day Adventist worship	2	27
3	3188555	Ring size	0.5	573
32	47187788	Beautiful Doom	2.5	8
110	9013073	List of asparagus diseases	0.5	5
28	30254930	Chinese crime fiction	1.5	10
77	198433	GoldenEye 007 (1997 video game)	1	1356
39	1881	Art Deco	1	2595
131	10196459	History of Luton	0	13
49	30251506	NA	1	7
61	16698	Politics of Kyrgyzstan	1.5	34
49	1869714	Byron Black	1	28
117	1689439	El DeBarge	2	677
23	1640288	Scientific control	1.5	461
133	2048315	List of hooligan firms	0	543
36	1375226	Immunoassay	2	313
125	2385768	Admiral (United States)	0	1728
120	27969387	Trevor Bauer	0	284
33	1705836	Tiny Dancer	0.5	363
44	274048	German revolutions of 1848–49	2.5	236
97	698223	Phycoerythrin	1.5	87
41	18859888	Field flattener lens	0.5	19
123	246770	Josiah Henson	1	94
102	3644393	Ryan Hurst	1	1366
36	378744	Calcium in biology	0	234
12	1914	Antimicrobial resistance	0.5	502
83	168255	Pier Paolo Pasolini	3	723
37	3393405	Esperanza Rising	0	176
122	9258879	Qualified personal residence trust	2	52
71	30517120	Malaysia Airlines accidents and incidents	3	33
69	30517120	Malaysia Airlines accidents and incidents	2	33
58	12216195	List of airline codes (J)	0	126
121	39667588	List of male detective characters	1.5	102
41	2393990	Wise Observatory	0.5	12
47	31154497	Firefly (comics)	0.5	9
107	288650	Peak envelope power	1	51
114	18315	Long Island	0	2297
118	21792652	NA	3	4
37	30877582	Chamber Music Society	2	35
10	34703	1991	0.5	678
71	12216208	List of airline codes (M)	2	124
69	12216208	List of airline codes (M)	1	124
40	7088018	Flat rate	1.5	172
124	100245	Internet service provider	1	1704
69	1942	Airline	0	890
65	27969432	List of Rizzoli & Isles episodes	0	744
43	475460	Culture industry	2	231
57	3901338	NA	0.5	2
85	49290229	NA	0.6667	3
57	28518300	NA	0.6667	4
6	21497759	Saflieni phase	1	9
94	157600	List of 1970s punk rock musicians	1	86
74	46393250	NA	1.5	1
82	31475619	2007 IF Elfsborg season	1	3
79	3917732	North York Board of Education	0	10
12	32196518	NA	0	2
22	2709053	Francisco de Carvajal	2	9
63	284316	Instrumental case	0	103
110	1615787	Ipomoea aquatica	1	540
21	47785900	Jim Alers	1	14
81	21546927	Conclusion of the American Civil War	0	503
120	3237808	PWG World Tag Team Championship	2.5	89
42	50120626	NA	2	3
12	1214387	Miliaria	0	656
58	313268	Gulfstream III	0	567
44	1973	American Revolution	0	4155
115	33130424	Sri Lanka's Killing Fields	1.5	32
18	2254778	Brisbane Entertainment Centre	1	80
58	2299551	NetJets	0	373
130	665532	Gamepad	1.5	232
53	41674685	List of LGBT rights organizations in the United States	2.5	41
53	26729461	Queer anarchism	0	118
24	4696002	Rhythm Club fire	0	41
117	4696002	Rhythm Club fire	0.5	41
63	485315	Irish declension	0	34
38	214980	Ancient Roman cuisine	1.3333	356
14	133062	Vickers Wellington	0.5	471
57	4499399	The Logic of Collective Action	0.75	58
35	10184	Environmentalist	3	182
45	3983307	Scott Draper	1	19
96	39094222	Death toll of the Nanking Massacre	3	24
40	4050614	Pariyaram Medical College	1	39
21	1656784	CM Punk	1	4406
129	45696978	BoBoiBoy: The Movie	0	51
70	149006	Vivienne Westwood	3	781
86	28731350	Van Eyck - Arnolfini Portrait.jpg	0	55
29	239576	List of defunct National Football League franchises	0.5	227
52	1173465	NA	0.5	3
108	1312730	Charles Haley	0.5	625
86	8737103	Photo-quality printing	2	11
91	25524	Research	2	2337
86	30402525	NA	0	2
40	34768863	Tamil Nadu Teachers Education University	0.5	95
40	46262240	H-1B Visa Reform Act of 2004	1	14
57	1419233	Robert Barro	1	78
